,kode,Link Paket,Link Peserta,Nama Paket,Detail Paket,Tender,SPSE,Nilai Kontrak,K/L/PD,Link Tahapan,HPS
1613,316469,https://lpse.basarnas.go.id/eproc4/lelang/316469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/316469/peserta,Pekerjaan Pembangunan Gudang Pos SAR Surakarta Seluas 120 m2,Pekerjaan Konstruksi - TA 2014 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 355.895.000,00",Badan SAR Nasional,/eproc4/lelang/316469/jadwal,"359,9 Jt"
1614,315469,https://lpse.basarnas.go.id/eproc4/lelang/315469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/315469/peserta,"Pekerjaan Pengadaan VHF Communication 
Pesawat Helikopter BO-105 Kantor Pusat Basarnas",Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/315469/jadwal,"2,2 M"
1615,314469,https://lpse.basarnas.go.id/eproc4/lelang/314469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/314469/peserta,Pekerjaan Pembangunan Gedung Siaga SAR Pos SAR Surakarta Seluas 240 m2,Pekerjaan Konstruksi - TA 2014 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,"  Rp. 710.000.000,00",Badan SAR Nasional,/eproc4/lelang/314469/jadwal,"719,4 Jt"
1616,313469,https://lpse.basarnas.go.id/eproc4/lelang/313469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/313469/peserta,Pekerjaan Pengadaan SAR Modul Implementation Long Range and Tracking of Ships,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/313469/jadwal,10 M
1617,312469,https://lpse.basarnas.go.id/eproc4/lelang/312469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/312469/peserta,PENGADAAN SUKU CADANG LUT,Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/312469/jadwal,"3,5 M"
1618,311469,https://lpse.basarnas.go.id/eproc4/lelang/311469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/311469/peserta,Pekerjaan Pengadaan Rompi Lapangan Badan SAR Nasional,Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/311469/jadwal,4 M
1619,310469,https://lpse.basarnas.go.id/eproc4/lelang/310469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/310469/peserta,PENGADAAN REPROGRAMMING RADIO BEACON DAN WORKSHOP BADAN SAR NASIONAL (TIDAK MENGIKAT),Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/310469/jadwal,5 M
1620,309469,https://lpse.basarnas.go.id/eproc4/lelang/309469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/309469/peserta,PENGADAAN PERSONAL LOCATOR FOR EMERGENCY SAR BADAN SAR NASIONAL,Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/309469/jadwal,"4,9 M"
1621,308469,https://lpse.basarnas.go.id/eproc4/lelang/308469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/308469/peserta,Pengadaan Alat Deteksi Korban Gempa Badan SAR Nasional,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/308469/jadwal,"12,3 M"
1622,307469,https://lpse.basarnas.go.id/eproc4/lelang/307469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/307469/peserta,Pengadaan Ascender Launcher(lelang tidak mengikat),Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/307469/jadwal,"6,8 M"
1623,306469,https://lpse.basarnas.go.id/eproc4/lelang/306469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/306469/peserta,Pekerjaan Pengadaan Deep Water Remote Operational Vehicle Badan SAR Nasional (Lelang Tidak Mengikat),Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/306469/jadwal,"10,5 M"
1624,305469,https://lpse.basarnas.go.id/eproc4/lelang/305469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/305469/peserta,"Pekerjaan Pengadaan Tactical Ascender 
Kantor Pusat Badan SAR Nasional",Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/305469/jadwal,"10,6 M"
1625,304469,https://lpse.basarnas.go.id/eproc4/lelang/304469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/304469/peserta,Pekerjaan Pengadaan License GIS,Jasa Lainnya - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/304469/jadwal,"1,2 M"
1626,303469,https://lpse.basarnas.go.id/eproc4/lelang/303469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/303469/peserta,PEKERJAAN PENGADAAN PERALATAN SAR UNTUK POS SAR KANTOR SARSURABAYA,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/303469/jadwal,1 M
1627,302469,https://lpse.basarnas.go.id/eproc4/lelang/302469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/302469/peserta,PEKERJAAN PERENCANAAN GEDUNG OPERASIONAL KANTOR SAR SURABAYA,Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Satu File Biaya Terendah,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/302469/jadwal,80 Jt
1628,301469,https://lpse.basarnas.go.id/eproc4/lelang/301469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/301469/peserta,PEKERJAAN PEMBANGUNAN PAGAR KANTOR SAR SURABAYA,Pekerjaan Konstruksi - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/301469/jadwal,"714,3 Jt"
1629,300469,https://lpse.basarnas.go.id/eproc4/lelang/300469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/300469/peserta,PENGADAAN REPROGRAMMING RADIO BEACON DAN WORKSHOP BADAN SAR NASIONAL (TIDAK MENGIKAT),Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/300469/jadwal,5 M
1630,299469,https://lpse.basarnas.go.id/eproc4/lelang/299469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/299469/peserta,PERENCANAAN PEMBANGUNAN GUDANG DAN GEDUNG OPERASIONAL KANTOR,Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Sederhana - Prakualifikasi Satu File Biaya Terendah,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/299469/jadwal,"69,5 Jt"
1631,298469,https://lpse.basarnas.go.id/eproc4/lelang/298469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/298469/peserta,Pekerjaan Pengadaan Rescue Car Type 2 Wilayah Barat,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/298469/jadwal,"12,8 M"
1632,297469,https://lpse.basarnas.go.id/eproc4/lelang/297469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/297469/peserta,PENGADAAN INTEGRATED TACTICAL RESCUE UNTUK POS SAR,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/297469/jadwal,50 M
1633,296469,https://lpse.basarnas.go.id/eproc4/lelang/296469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/296469/peserta,Pekerjaan Pengadaan Life Bouy With Remote System Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/296469/jadwal,40 M
1634,295469,https://lpse.basarnas.go.id/eproc4/lelang/295469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/295469/peserta,PENGEMBANGAN INTEGRASI COMM SYSTEM,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/295469/jadwal,24 M
1635,294469,https://lpse.basarnas.go.id/eproc4/lelang/294469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/294469/peserta,Pengadaan Truk Angkut Personil 4 WD,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/294469/jadwal,"47,6 M"
1636,293469,https://lpse.basarnas.go.id/eproc4/lelang/293469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/293469/peserta,Pekerjaan Pengadaan Bus Karyawan Kantor Pusat,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/293469/jadwal,6 M
1637,292469,https://lpse.basarnas.go.id/eproc4/lelang/292469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/292469/peserta,Pekerjaan Pengadaan Truk Personil,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/292469/jadwal,"6,2 M"
1638,291469,https://lpse.basarnas.go.id/eproc4/lelang/291469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/291469/peserta,Pengadaan Tenda Posko Lapangan Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/291469/jadwal,"8,6 M"
1639,290469,https://lpse.basarnas.go.id/eproc4/lelang/290469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/290469/peserta,PENGADAAN FIELD SOUND COMMANDER,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/290469/jadwal,"3,7 M"
1640,289469,https://lpse.basarnas.go.id/eproc4/lelang/289469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/289469/peserta,PENGADAAN COMMUNICATION SATELITE AND MONITORING SYSTEM FOR RESCUE BOAT,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/289469/jadwal,10 M
1641,288469,https://lpse.basarnas.go.id/eproc4/lelang/288469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/288469/peserta,Pengadaan Digilog Communication System,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/288469/jadwal,18 M
1642,287469,https://lpse.basarnas.go.id/eproc4/lelang/287469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/287469/peserta,Pengadaan Mobile Refueler 5000 Liter Badan SAR Nasional,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/287469/jadwal,"13,6 M"
1643,286469,https://lpse.basarnas.go.id/eproc4/lelang/286469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/286469/peserta,Pengadaan Aplikasi Personal Tracking,Pengadaan Barang - TA 2014 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/286469/jadwal,5 M
1644,285469,https://lpse.basarnas.go.id/eproc4/lelang/285469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/285469/peserta,Pekerjaan Pengadaan Rescue Truck Badan SAR Nasional,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/285469/jadwal,40 M
1645,284469,https://lpse.basarnas.go.id/eproc4/lelang/284469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/284469/peserta,PENGADAAN RESCUE CARRIER VEHICLE,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/284469/jadwal,"48,7 M"
1646,283469,https://lpse.basarnas.go.id/eproc4/lelang/283469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/283469/peserta,Pekerjaan Pengadaan Rescue Car Type I,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/283469/jadwal,"18,4 M"
1647,282469,https://lpse.basarnas.go.id/eproc4/lelang/282469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/282469/peserta,Pekerjaan Pembangunan Gedung Balai Diklat Badan SAR Nasional,Pekerjaan Konstruksi - TA 2014 - Lelang Umum - Pascakualifikasi Dua File Sistem Nilai,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/282469/jadwal,20 M
1648,281469,https://lpse.basarnas.go.id/eproc4/lelang/281469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/281469/peserta,Pekerjaan Pengawasan (Supervisi) Pembangunan Gedung Balai Diklat Badan SAR Nasional,Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan Biaya,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/281469/jadwal,"499,1 Jt"
1649,280469,https://lpse.basarnas.go.id/eproc4/lelang/280469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/280469/peserta,Pekerjaan Pengadaan FLIR Kapal 40 M Kantor Pusat Badan SAR Nasional,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/280469/jadwal,"23,9 M"
1650,279469,https://lpse.basarnas.go.id/eproc4/lelang/279469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/279469/peserta,PENGADAAN SAR DF PORTABLE UNTUK POS SAR,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/279469/jadwal,9 M
1651,278469,https://lpse.basarnas.go.id/eproc4/lelang/278469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/278469/peserta,PENGADAAN PORTABLE P25 COMMUNICATION SYSTEM,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/278469/jadwal,"22,4 M"
1652,277469,https://lpse.basarnas.go.id/eproc4/lelang/277469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/277469/peserta,PEKERJAAN PENGADAAN PORTABLE P25 COMMUNICATION SYSTEM,Pengadaan Barang - TA 2014 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/277469/jadwal,"22,4 M"
1653,276469,https://lpse.basarnas.go.id/eproc4/lelang/276469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/276469/peserta,Pengadaan Jasa Konsultansi Penyusunan Rancangan Rencana Stgrategis (RENSTRA) 2015 – 2019 Badan SAR Nasional (Lelang Tidak Mengikat),Jasa Konsultansi Badan Usaha - TA 2014 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan Biaya,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/276469/jadwal,600 Jt
1654,275469,https://lpse.basarnas.go.id/eproc4/lelang/275469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/275469/peserta,Pekerjaan Trobleshooting 1 (Satu) Assy Engine S/N. CAE 835005 Untuk Pemeliharaan Pesawat Helikopter BO-105 Kantor Pusat Basarnas,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/275469/jadwal,"499,5 Jt"
1655,274469,https://lpse.basarnas.go.id/eproc4/lelang/274469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/274469/peserta,Pekerjaan Annual Inspection Untuk Pemeliharaan 2 (Dua) Unit Hovercraft Kantor Pusat Basarnas,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/274469/jadwal,497 Jt
1656,273469,https://lpse.basarnas.go.id/eproc4/lelang/273469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/273469/peserta,Pekerjaan Perbaikan Komponen Untuk Pemeliharaan Pesawat Helikopter BO-105 Kantor Pusat Basarnas,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/273469/jadwal,"2,3 M"
1657,272469,https://lpse.basarnas.go.id/eproc4/lelang/272469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/272469/peserta,PEKERJAAN PENGADAAN PERALATAN SELAM KANTOR SAR PEKANBARU,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/272469/jadwal,299 Jt
1658,271469,https://lpse.basarnas.go.id/eproc4/lelang/271469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/271469/peserta,PEKERJAAN PENGADAAN PERALATAN SELAM KANTOR SAR PEKANBARU,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,"Tender Dibatalkan, Tender Ulang",spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/271469/jadwal,299 Jt
1659,270469,https://lpse.basarnas.go.id/eproc4/lelang/270469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/270469/peserta,Pekerjaan Pengadaan Peralatan SAR Kantor SAR Jambi,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/270469/jadwal,"499,5 Jt"
1660,269469,https://lpse.basarnas.go.id/eproc4/lelang/269469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/269469/peserta,3Pengadaan Peralatan SAR,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/269469/jadwal,"299,9 Jt"
1661,268469,https://lpse.basarnas.go.id/eproc4/lelang/268469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/268469/peserta,PEKERJAAN PENGADAAN PERALATAN SELAM KANTOR SAR PEKANBARU,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/268469/jadwal,299 Jt
1662,267469,https://lpse.basarnas.go.id/eproc4/lelang/267469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/267469/peserta,PENGADAAN PERALATAN SAR KANTOR SAR MERAUKE,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,"  Rp. 295.350.000,00",Badan SAR Nasional,/eproc4/lelang/267469/jadwal,"299,8 Jt"
1663,266469,https://lpse.basarnas.go.id/eproc4/lelang/266469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/266469/peserta,PENGADAAN PERALATAN SAR KANTOR SAR MERAUKE,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/266469/jadwal,"299,8 Jt"
1664,265469,https://lpse.basarnas.go.id/eproc4/lelang/265469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/265469/peserta,Pekerjaan Pengembangan Portal Basarnas Menggunakan License GIS,Jasa Lainnya - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/265469/jadwal,"499,9 Jt"
1665,264469,https://lpse.basarnas.go.id/eproc4/lelang/264469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/264469/peserta,PENGADAAN 2 (DUA) UNIT RUBBER BOAT DAN OUT BOARD MOTOR 25 PK,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/264469/jadwal,396 Jt
1666,263469,https://lpse.basarnas.go.id/eproc4/lelang/263469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/263469/peserta,PENGADAAN 2 (DUA) UNIT RUBBER BOAT DAN OUT BOARD MOTOR 25 PK,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/263469/jadwal,396 Jt
1667,262469,https://lpse.basarnas.go.id/eproc4/lelang/262469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/262469/peserta,Pekerjaan Periodic Inspection (PI) 8 (Delapan) Tahun Kalender Pesawat Helikopter No. Reg. HR-1519 Untuk Pemeliharaan Pesawat Helikopter BO-105 Kantor Pusat Basarnas,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/262469/jadwal,"4,2 M"
1668,261469,https://lpse.basarnas.go.id/eproc4/lelang/261469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/261469/peserta,Pekerjaan Periodic Inspection (PI) 8 (Delapan) Tahun Kalender Pesawat Helikopter No. Reg. HR-1519 Untuk Pemeliharaan Pesawat Helikopter BO-105 Kantor Pusat Basarnas,Pengadaan Barang - TA 2013 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/261469/jadwal,"4,2 M"
1669,259469,https://lpse.basarnas.go.id/eproc4/lelang/259469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/259469/peserta,Pemeliharaan dan Perbaikan Rescue Boat,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/259469/jadwal,800 Jt
1670,258469,https://lpse.basarnas.go.id/eproc4/lelang/258469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/258469/peserta,Pekerjaan Pengadaan Peralatan SAR Kantor SAR Jambi,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/258469/jadwal,"499,5 Jt"
1671,257469,https://lpse.basarnas.go.id/eproc4/lelang/257469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/257469/peserta,Pekerjaan pengadaan paramotor,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/257469/jadwal,"1,5 M"
1672,256469,https://lpse.basarnas.go.id/eproc4/lelang/256469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/256469/peserta,Pemeliharaan dan Perbaikan Rescue Boat,Pengadaan Barang - TA 2013 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 3,  Nilai Kontrak belum dibuat,Badan SAR Nasional,/eproc4/lelang/256469/jadwal,800 Jt
